country,group_name,title,content,image,video
korea,NewJeans,Ditto新歌發表,NewJeans是由韓國娛樂公司HYBE的子公司ADOR於2022年7月22日推出的女子音樂組合，由三位韓國籍成員Minji、Haerin、Hyein，一位越澳雙籍成員Hanni，以及一位韓澳雙籍成員Danielle所組成。123 2022年8月1日發行首張迷你專輯《New Jeans》正式出道。,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.womenshealthmag.com%2Ftw%2Ffashion%2Fstyle%2Fg43204024%2Fnew-jeans-levis%2F&psig=AOvVaw3H4SFB9QRuyg58PNdME9hg&ust=1681449863110000&source=images&cd=vfe&ved=0CBEQjRxqFwoTCMia_JCPpv4CFQAAAAAdAAAAABAE,ditto.mp4
